state,district,taluka,source,source_code,location_note
Gujarat,Ahmedabad,Daskroi,LGD export 2026-06-21,3782,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Detroj-Rampura,LGD export 2026-06-21,3778,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Dhandhuka,LGD export 2026-06-21,3787,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Dholera,LGD export 2026-06-21,6167,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Dholka,LGD export 2026-06-21,3783,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Ghatlodiya,LGD export 2026-06-21,6513,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Mandal,LGD export 2026-06-21,3777,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Maninagar,LGD export 2026-06-21,6515,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Sabarmati,LGD export 2026-06-21,3781,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Sanand,LGD export 2026-06-21,3780,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Vatva,LGD export 2026-06-21,6516,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Vejalpur,LGD export 2026-06-21,6514,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Ahmedabad,Viramgam,LGD export 2026-06-21,3779,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Amreli,Amreli,LGD export 2026-06-21,3843,
Gujarat,Amreli,Babra,LGD export 2026-06-21,3840,
Gujarat,Amreli,Bagasara,LGD export 2026-06-21,3844,
Gujarat,Amreli,Dhari,LGD export 2026-06-21,3845,
Gujarat,Amreli,Jafrabad,LGD export 2026-06-21,3848,
Gujarat,Amreli,Khambha,LGD export 2026-06-21,3847,
Gujarat,Amreli,Kunkavav Vadia,LGD export 2026-06-21,3839,
Gujarat,Amreli,Lathi,LGD export 2026-06-21,3841,
Gujarat,Amreli,Lilia,LGD export 2026-06-21,3842,
Gujarat,Amreli,Rajula,LGD export 2026-06-21,3849,
Gujarat,Amreli,Savar Kundla,LGD export 2026-06-21,3846,
Gujarat,Anand,Anand City,LGD export 2026-06-21,6530,
Gujarat,Anand,Anand Rural,LGD export 2026-06-21,3864,
Gujarat,Anand,Anklav,LGD export 2026-06-21,3868,
Gujarat,Anand,Borsad,LGD export 2026-06-21,3867,
Gujarat,Anand,Khambhat,LGD export 2026-06-21,3866,
Gujarat,Anand,Petlad,LGD export 2026-06-21,3865,
Gujarat,Anand,Sojitra,LGD export 2026-06-21,3862,
Gujarat,Anand,Tarapur,LGD export 2026-06-21,3861,
Gujarat,Anand,Umreth,LGD export 2026-06-21,3863,
Gujarat,Arvalli,Bayad,LGD export 2026-06-21,3772,
Gujarat,Arvalli,Bhiloda,LGD export 2026-06-21,3764,
Gujarat,Arvalli,Dhansura,LGD export 2026-06-21,3770,
Gujarat,Arvalli,Malpur,LGD export 2026-06-21,3771,
Gujarat,Arvalli,Meghraj,LGD export 2026-06-21,3765,
Gujarat,Arvalli,Modasa,LGD export 2026-06-21,3769,
Gujarat,Banaskantha,Amirgadh,LGD export 2026-06-21,3736,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Bhabhar,LGD export 2026-06-21,3742,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Danta,LGD export 2026-06-21,3737,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Dantiwada,LGD export 2026-06-21,3735,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Deesa,LGD export 2026-06-21,3740,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Deodar,LGD export 2026-06-21,3741,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Dhanera,LGD export 2026-06-21,3734,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Kankrej,LGD export 2026-06-21,3743,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Lakhani,LGD export 2026-06-21,6168,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Palanpur,LGD export 2026-06-21,3739,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,SUIGAM,LGD export 2026-06-21,6166,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Tharad,LGD export 2026-06-21,3733,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Vadgam,LGD export 2026-06-21,3738,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Banaskantha,Vav,LGD export 2026-06-21,3732,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Bharuch,Amod,LGD export 2026-06-21,3914,
Gujarat,Bharuch,Anklesvar,LGD export 2026-06-21,3918,
Gujarat,Bharuch,Bharuch,LGD export 2026-06-21,3916,
Gujarat,Bharuch,Hansot,LGD export 2026-06-21,3919,
Gujarat,Bharuch,Jambusar,LGD export 2026-06-21,3913,
Gujarat,Bharuch,Jhagadia,LGD export 2026-06-21,3917,
Gujarat,Bharuch,Netrang,LGD export 2026-06-21,6170,
Gujarat,Bharuch,Vagra,LGD export 2026-06-21,3915,
Gujarat,Bharuch,Valia,LGD export 2026-06-21,3920,
Gujarat,Bhavnagar,Bhavnagar,LGD export 2026-06-21,3854,
Gujarat,Bhavnagar,Gariadhar,LGD export 2026-06-21,3857,
Gujarat,Bhavnagar,Ghogha,LGD export 2026-06-21,3855,
Gujarat,Bhavnagar,Jesar,LGD export 2026-06-21,6203,
Gujarat,Bhavnagar,Mahuva,LGD export 2026-06-21,3860,
Gujarat,Bhavnagar,Palitana,LGD export 2026-06-21,3858,
Gujarat,Bhavnagar,Sihor,LGD export 2026-06-21,3856,
Gujarat,Bhavnagar,Talaja,LGD export 2026-06-21,3859,
Gujarat,Bhavnagar,Umrala,LGD export 2026-06-21,3853,
Gujarat,Bhavnagar,Vallabhipur,LGD export 2026-06-21,3851,
Gujarat,Botad,Barwala,LGD export 2026-06-21,3786,
Gujarat,Botad,Botad,LGD export 2026-06-21,3850,
Gujarat,Botad,Gadhada,LGD export 2026-06-21,3852,
Gujarat,Botad,Ranpur,LGD export 2026-06-21,3785,
Gujarat,Chhota Udepur,BODELI,LGD export 2026-06-21,6020,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Chhota Udepur,Chhota Udaipur,LGD export 2026-06-21,3901,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Chhota Udepur,Jetpur Pavi,LGD export 2026-06-21,3900,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Chhota Udepur,Kavant,LGD export 2026-06-21,3902,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Chhota Udepur,Nasvadi,LGD export 2026-06-21,3903,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Chhota Udepur,Sankheda,LGD export 2026-06-21,3904,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Devgadbaria,LGD export 2026-06-21,3895,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Dhanpur,LGD export 2026-06-21,3896,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Dohad,LGD export 2026-06-21,3893,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Fatepura,LGD export 2026-06-21,3890,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Garbada,LGD export 2026-06-21,3894,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Jhalod,LGD export 2026-06-21,3891,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Limkheda,LGD export 2026-06-21,3892,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Sanjeli,LGD export 2026-06-21,6204,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dahod,Singvad,LGD export 2026-06-21,6480,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Dang,Ahwa,LGD export 2026-06-21,3921,
Gujarat,Dang,Subir,LGD export 2026-06-21,6024,
Gujarat,Dang,Waghai,LGD export 2026-06-21,6023,
Gujarat,Devbhumi Dwarka,Bhanvad,LGD export 2026-06-21,3820,
Gujarat,Devbhumi Dwarka,Kalyanpur,LGD export 2026-06-21,3819,
Gujarat,Devbhumi Dwarka,Khambhalia,LGD export 2026-06-21,3813,
Gujarat,Devbhumi Dwarka,Okhamandal,LGD export 2026-06-21,3812,
Gujarat,GIR Somnath,Gir Gadhda,LGD export 2026-06-21,6199,
Gujarat,GIR Somnath,Kodinar,LGD export 2026-06-21,3837,
Gujarat,GIR Somnath,Patan-Veraval,LGD export 2026-06-21,3835,
Gujarat,GIR Somnath,Sutrapada,LGD export 2026-06-21,3836,
Gujarat,GIR Somnath,Talala,LGD export 2026-06-21,3834,
Gujarat,GIR Somnath,Una,LGD export 2026-06-21,3838,
Gujarat,Gandhinagar,Dehgam,LGD export 2026-06-21,3776,
Gujarat,Gandhinagar,Gandhinagar,LGD export 2026-06-21,3775,
Gujarat,Gandhinagar,Kalol Gandhinagar,LGD export 2026-06-21,3773,
Gujarat,Gandhinagar,Mansa,LGD export 2026-06-21,3774,
Gujarat,Jamnagar,Dhrol,LGD export 2026-06-21,3816,
Gujarat,Jamnagar,Jamjodhpur,LGD export 2026-06-21,3821,
Gujarat,Jamnagar,Jamnagar City,LGD export 2026-06-21,6525,
Gujarat,Jamnagar,Jamnagar Rural,LGD export 2026-06-21,3814,
Gujarat,Jamnagar,Jodiya,LGD export 2026-06-21,3815,
Gujarat,Jamnagar,Kalavad,LGD export 2026-06-21,3817,
Gujarat,Jamnagar,Lalpur,LGD export 2026-06-21,3818,
Gujarat,Junagadh,Bhesan,LGD export 2026-06-21,3828,
Gujarat,Junagadh,Junagadh,LGD export 2026-06-21,3827,
Gujarat,Junagadh,Junagadh City,LGD export 2026-06-21,6517,
Gujarat,Junagadh,Keshod,LGD export 2026-06-21,3831,
Gujarat,Junagadh,Malia Hatina,LGD export 2026-06-21,3833,
Gujarat,Junagadh,Manavadar,LGD export 2026-06-21,3825,
Gujarat,Junagadh,Mangrol,LGD export 2026-06-21,3832,
Gujarat,Junagadh,Mendarda,LGD export 2026-06-21,3830,
Gujarat,Junagadh,Vanthali,LGD export 2026-06-21,3826,
Gujarat,Junagadh,Visavadar,LGD export 2026-06-21,3829,
Gujarat,Kachchh,Abdasa,LGD export 2026-06-21,3728,
Gujarat,Kachchh,Anjar,LGD export 2026-06-21,3725,
Gujarat,Kachchh,Bhachau,LGD export 2026-06-21,3724,
Gujarat,Kachchh,Bhuj,LGD export 2026-06-21,3726,
Gujarat,Kachchh,Gandhidham,LGD export 2026-06-21,3731,
Gujarat,Kachchh,Lakhpat,LGD export 2026-06-21,3722,
Gujarat,Kachchh,Mandvi,LGD export 2026-06-21,3729,
Gujarat,Kachchh,Mundra,LGD export 2026-06-21,3730,
Gujarat,Kachchh,Nakhatrana,LGD export 2026-06-21,3727,
Gujarat,Kachchh,Rapar,LGD export 2026-06-21,3723,
Gujarat,Kheda,Galteshwar,LGD export 2026-06-21,6025,
Gujarat,Kheda,Kapadvanj,LGD export 2026-06-21,3869,
Gujarat,Kheda,Kathlal,LGD export 2026-06-21,3872,
Gujarat,Kheda,Kheda,LGD export 2026-06-21,3874,
Gujarat,Kheda,Mahudha,LGD export 2026-06-21,3877,
Gujarat,Kheda,Matar,LGD export 2026-06-21,3875,
Gujarat,Kheda,Mehmedabad,LGD export 2026-06-21,3873,
Gujarat,Kheda,Nadiad,LGD export 2026-06-21,3876,
Gujarat,Kheda,Nadiad City,LGD export 2026-06-21,6531,
Gujarat,Kheda,Thasra,LGD export 2026-06-21,3878,
Gujarat,Kheda,Vaso,LGD export 2026-06-21,6034,
Gujarat,Mahisagar,Balasinor,LGD export 2026-06-21,3871,
Gujarat,Mahisagar,Kadana,LGD export 2026-06-21,3880,
Gujarat,Mahisagar,Khanpur,LGD export 2026-06-21,3879,
Gujarat,Mahisagar,Lunawada,LGD export 2026-06-21,3882,
Gujarat,Mahisagar,Santrampur,LGD export 2026-06-21,3881,
Gujarat,Mahisagar,Virpur,LGD export 2026-06-21,3870,
Gujarat,Mehsana,Becharaji,LGD export 2026-06-21,3758,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Jotana,LGD export 2026-06-21,6021,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Kadi,LGD export 2026-06-21,3759,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Kheralu,LGD export 2026-06-21,3752,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Mahesana,LGD export 2026-06-21,3757,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Satlasana,LGD export 2026-06-21,3751,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Unjha,LGD export 2026-06-21,3753,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Vadnagar,LGD export 2026-06-21,3755,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Vijapur,LGD export 2026-06-21,3756,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Mehsana,Visnagar,LGD export 2026-06-21,3754,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Morbi,Halvad,LGD export 2026-06-21,3788,
Gujarat,Morbi,Maliya,LGD export 2026-06-21,3798,
Gujarat,Morbi,Morvi,LGD export 2026-06-21,3799,
Gujarat,Morbi,Tankara,LGD export 2026-06-21,3800,
Gujarat,Morbi,Wankaner,LGD export 2026-06-21,3801,
Gujarat,Narmada,Dediapada,LGD export 2026-06-21,3911,
Gujarat,Narmada,GARUDESHWAR,LGD export 2026-06-21,6029,
Gujarat,Narmada,Nandod,LGD export 2026-06-21,3910,
Gujarat,Narmada,Sagbara,LGD export 2026-06-21,3912,
Gujarat,Narmada,Tilakwada,LGD export 2026-06-21,3909,
Gujarat,Navsari,Bansda,LGD export 2026-06-21,3926,
Gujarat,Navsari,Chikhli,LGD export 2026-06-21,3925,
Gujarat,Navsari,Gandevi,LGD export 2026-06-21,3924,
Gujarat,Navsari,Jalalpore,LGD export 2026-06-21,3923,
Gujarat,Navsari,Khergam,LGD export 2026-06-21,6195,
Gujarat,Navsari,Navsari,LGD export 2026-06-21,3922,
Gujarat,Panchmahal,Ghoghamba,LGD export 2026-06-21,3887,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Panchmahal,Godhra,LGD export 2026-06-21,3885,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Panchmahal,Halol,LGD export 2026-06-21,3888,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Panchmahal,Jambughoda,LGD export 2026-06-21,3889,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Panchmahal,Kalol,LGD export 2026-06-21,3886,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Panchmahal,Morwa (Hadaf),LGD export 2026-06-21,3884,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Panchmahal,Shehera,LGD export 2026-06-21,3883,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Patan,Chanasma,LGD export 2026-06-21,3750,
Gujarat,Patan,Harij,LGD export 2026-06-21,3748,
Gujarat,Patan,Patan,LGD export 2026-06-21,3747,
Gujarat,Patan,Radhanpur,LGD export 2026-06-21,3745,
Gujarat,Patan,Sami,LGD export 2026-06-21,3749,
Gujarat,Patan,Santalpur,LGD export 2026-06-21,3744,
Gujarat,Patan,Saraswati,LGD export 2026-06-21,6196,
Gujarat,Patan,Shankheshvar,LGD export 2026-06-21,6197,
Gujarat,Patan,Sidhpur,LGD export 2026-06-21,3746,
Gujarat,Porbandar,Kutiyana,LGD export 2026-06-21,3824,
Gujarat,Porbandar,Porbandar,LGD export 2026-06-21,3822,
Gujarat,Porbandar,Ranavav,LGD export 2026-06-21,3823,
Gujarat,Rajkot,Dhoraji,LGD export 2026-06-21,3810,
Gujarat,Rajkot,Gondal,LGD export 2026-06-21,3807,
Gujarat,Rajkot,Jamkandorna,LGD export 2026-06-21,3808,
Gujarat,Rajkot,Jasdan,LGD export 2026-06-21,3806,
Gujarat,Rajkot,Jetpur,LGD export 2026-06-21,3811,
Gujarat,Rajkot,Kotda Sangani,LGD export 2026-06-21,3805,
Gujarat,Rajkot,Lodhika,LGD export 2026-06-21,3804,
Gujarat,Rajkot,Paddhari,LGD export 2026-06-21,3802,
Gujarat,Rajkot,RAJKOT EAST,LGD export 2026-06-21,6520,
Gujarat,Rajkot,RAJKOT SOUTH,LGD export 2026-06-21,6524,
Gujarat,Rajkot,RAJKOT WEST,LGD export 2026-06-21,6523,
Gujarat,Rajkot,Rajkot,LGD export 2026-06-21,3803,
Gujarat,Rajkot,Upleta,LGD export 2026-06-21,3809,
Gujarat,Rajkot,Vinchchiya,LGD export 2026-06-21,6198,
Gujarat,Sabarkantha,Himatnagar,LGD export 2026-06-21,3766,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Sabarkantha,Idar,LGD export 2026-06-21,3763,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Sabarkantha,Khedbrahma,LGD export 2026-06-21,3760,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Sabarkantha,POSHINA,LGD export 2026-06-21,6088,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Sabarkantha,Prantij,LGD export 2026-06-21,3767,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Sabarkantha,Talod,LGD export 2026-06-21,3768,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Sabarkantha,Vadali,LGD export 2026-06-21,3762,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Sabarkantha,Vijaynagar,LGD export 2026-06-21,3761,CURRENT_NAME_ALIAS_APPLIED
Gujarat,Surat,Adajan,LGD export 2026-06-21,6518,
Gujarat,Surat,Bardoli,LGD export 2026-06-21,3940,
Gujarat,Surat,Chorasi,LGD export 2026-06-21,3938,
Gujarat,Surat,Kamrej,LGD export 2026-06-21,3936,
Gujarat,Surat,Katargam,LGD export 2026-06-21,6519,
Gujarat,Surat,Mahuva,LGD export 2026-06-21,3941,
Gujarat,Surat,Majura,LGD export 2026-06-21,3937,
Gujarat,Surat,Mandvi surat,LGD export 2026-06-21,3935,
Gujarat,Surat,Mangrol,LGD export 2026-06-21,3933,
Gujarat,Surat,Olpad,LGD export 2026-06-21,3932,
Gujarat,Surat,Palsana,LGD export 2026-06-21,3939,
Gujarat,Surat,Puna,LGD export 2026-06-21,6521,
Gujarat,Surat,Udhna,LGD export 2026-06-21,6522,
Gujarat,Surat,Umarpada,LGD export 2026-06-21,3934,
Gujarat,Surendranagar,Chotila,LGD export 2026-06-21,3794,
Gujarat,Surendranagar,Chuda,LGD export 2026-06-21,3796,
Gujarat,Surendranagar,Dasada,LGD export 2026-06-21,3790,
Gujarat,Surendranagar,Dhrangadhra,LGD export 2026-06-21,3789,
Gujarat,Surendranagar,Lakhtar,LGD export 2026-06-21,3791,
Gujarat,Surendranagar,Limbdi,LGD export 2026-06-21,3797,
Gujarat,Surendranagar,Muli,LGD export 2026-06-21,3793,
Gujarat,Surendranagar,Sayla,LGD export 2026-06-21,3795,
Gujarat,Surendranagar,Thangadh,LGD export 2026-06-21,6037,
Gujarat,Surendranagar,Wadhwan,LGD export 2026-06-21,3792,
Gujarat,Tapi,Dolvan,LGD export 2026-06-21,6200,
Gujarat,Tapi,Kukarmunda,LGD export 2026-06-21,6169,
Gujarat,Tapi,Nizar,LGD export 2026-06-21,3942,
Gujarat,Tapi,Songadh,LGD export 2026-06-21,3944,
Gujarat,Tapi,Uchchhal,LGD export 2026-06-21,3943,
Gujarat,Tapi,Valod,LGD export 2026-06-21,3946,
Gujarat,Tapi,Vyara,LGD export 2026-06-21,3945,
Gujarat,Vadodara,DESAR,LGD export 2026-06-21,6035,
Gujarat,Vadodara,Dabhoi,LGD export 2026-06-21,3905,
Gujarat,Vadodara,Karjan,LGD export 2026-06-21,3907,
Gujarat,Vadodara,Padra,LGD export 2026-06-21,3906,
Gujarat,Vadodara,Savli,LGD export 2026-06-21,3897,
Gujarat,Vadodara,Sinor,LGD export 2026-06-21,3908,
Gujarat,Vadodara,Vadodara East,LGD export 2026-06-21,6529,
Gujarat,Vadodara,Vadodara North,LGD export 2026-06-21,6527,
Gujarat,Vadodara,Vadodara Rural,LGD export 2026-06-21,3898,
Gujarat,Vadodara,Vadodara South,LGD export 2026-06-21,6526,
Gujarat,Vadodara,Vadodara West,LGD export 2026-06-21,6528,
Gujarat,Vadodara,Vaghodia,LGD export 2026-06-21,3899,
Gujarat,Valsad,Dharampur,LGD export 2026-06-21,3928,
Gujarat,Valsad,Kaprada,LGD export 2026-06-21,3930,
Gujarat,Valsad,Pardi,LGD export 2026-06-21,3929,
Gujarat,Valsad,Umbergaon,LGD export 2026-06-21,3931,
Gujarat,Valsad,VAPI,LGD export 2026-06-21,6031,
Gujarat,Valsad,Valsad,LGD export 2026-06-21,3927,
Karnataka,Bagalkote,Badami,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Bagalkote,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Bilagi,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Guledgudda,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Hunagunda,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Ilkal,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Jamkhandi,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Mudhola,Karnataka taluk supplement 2026,,
Karnataka,Bagalkote,Rabkavi Banhatti,Karnataka taluk supplement 2026,,
Karnataka,Ballari,Ballari,Karnataka taluk supplement 2026,,
Karnataka,Ballari,Kampli,Karnataka taluk supplement 2026,,
Karnataka,Ballari,Kurugodu,Karnataka taluk supplement 2026,,
Karnataka,Ballari,Sanduru,Karnataka taluk supplement 2026,,
Karnataka,Ballari,Siraguppa,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Athani,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Bailhongal,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Belagavi,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Chikkodi,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Gokak,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Hukkeri,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Kagawada,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Khanapura,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Kitturu,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Mudalgi,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Nippani,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Ramadurga,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Rayabaga,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Savadatti,Karnataka taluk supplement 2026,,
Karnataka,Belagavi,Yargatti,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Rural,Devanahalli,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Rural,Doddaballapura,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Rural,Hosakote,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Rural,Nelamangala,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru South,Channapattana,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Bengaluru South,Harohalli,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Bengaluru South,Kanakapura,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Bengaluru South,Magadi,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Bengaluru South,Ramanagara,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Bengaluru Urban,Anekal,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Urban,Bengaluru,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Urban,Kengeri,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Urban,Krishnarajapura,Karnataka taluk supplement 2026,,
Karnataka,Bengaluru Urban,Yelahanka,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Aurad,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Basavakalyana,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Bhalki,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Bidar,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Chitgoppa,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Hulsuru,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Humnabad,Karnataka taluk supplement 2026,,
Karnataka,Bidar,Kamalanagara,Karnataka taluk supplement 2026,,
Karnataka,Chamarajanagara,Chamarajanagara,Karnataka taluk supplement 2026,,
Karnataka,Chamarajanagara,Gundlupete,Karnataka taluk supplement 2026,,
Karnataka,Chamarajanagara,Hanuru,Karnataka taluk supplement 2026,,
Karnataka,Chamarajanagara,Kollegala,Karnataka taluk supplement 2026,,
Karnataka,Chamarajanagara,Yelanduru,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Bagepalli,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Cheluru,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Chikkaballapura,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Chintamani,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Gauribidanuru,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Gudibanda,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Manchenahalli,Karnataka taluk supplement 2026,,
Karnataka,Chikkaballapura,Sidlaghatta,Karnataka taluk supplement 2026,,
Karnataka,Chikkamagaluru,Ajjampura,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Chikkamagaluru,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Kaduru,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Kalasa,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Koppa,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Mudigere,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Narasimharajapura,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Sringeri,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chikkamagaluru,Tarikere,Karnataka taluk supplement 2026,,CURRENT_NAME_ALIAS_APPLIED
Karnataka,Chitradurga,Challakere,Karnataka taluk supplement 2026,,
Karnataka,Chitradurga,Chitradurga,Karnataka taluk supplement 2026,,
Karnataka,Chitradurga,Hiriyur,Karnataka taluk supplement 2026,,
Karnataka,Chitradurga,Holalkere,Karnataka taluk supplement 2026,,
Karnataka,Chitradurga,Hosadurga,Karnataka taluk supplement 2026,,
Karnataka,Chitradurga,Molakalmuru,Karnataka taluk supplement 2026,,
Karnataka,Dakshina Kannada,Bantwala,Karnataka taluk supplement 2026,,
Karnataka,Dakshina Kannada,Belathangadi,Karnataka taluk supplement 2026,,
Karnataka,Dakshina Kannada,Kadaba,Karnataka taluk supplement 2026,,
Karnataka,Dakshina Kannada,Mangaluru,Karnataka taluk supplement 2026,,
